transaction_text,category
Taxi #1692,Transport
Zara #6950,Shopping
Hyatt #1101,Travel
ICICI Prudential #9628,Insurance
Red Cross #1515,Donations
BPCL #9878,Fuel
Punjab National Bank ATM #6736,Cash Withdrawal
Target Electronics #5034,Electronics
Amazon Electronics #8265,Electronics
Chevron #1081,Fuel
edX #9270,Education
Akshaya Patra #4800,Donations
Chegg #5274,Education
Zomato #5734,Food Delivery
D-Mart #4245,Shopping
Internet Bill #4299,Bills & Utilities
HDFC ATM #3463,Cash Withdrawal
Max Life #8376,Insurance
Adidas #6660,Shopping
Best Buy Electronics #3499,Electronics
UNICEF #9136,Donations
Foodpanda #3699,Food Delivery
Byju's #6144,Education
Akshaya Patra #4977,Donations
Dunzo #2633,Food Delivery
OnePlus Store #7686,Electronics
Apollo Pharmacy #7098,Healthcare
Reliance Fresh #3364,Groceries
Netflix #7904,Entertainment
Kotak ATM #8769,Cash Withdrawal
Lidl #6321,Groceries
Big Bazaar #8040,Shopping
Vedantu #1359,Education
Nike #6367,Shopping
McDonalds #5749,Coffee & Dining
Walmart #8430,Shopping
Udemy #8171,Education
LIC #2501,Insurance
Airbnb #9979,Travel
Mobile Recharge #7097,Bills & Utilities
Bank of Baroda ATM #7074,Cash Withdrawal
HDFC Insurance #8475,Insurance
Grofers #9316,Groceries
McDonalds #8710,Coffee & Dining
Narayana Health #6920,Healthcare
Auto Rickshaw #9302,Transport
BookMyShow #7188,Entertainment
Walmart #7351,Shopping
Marriott #2649,Travel
GiveIndia #6780,Donations
Aditya Birla Sun Life #8341,Insurance
Broadband Bill #2892,Bills & Utilities
Postmates #6975,Food Delivery
Child Rights and You #8050,Donations
Starbucks #9407,Coffee & Dining
Adidas #4273,Shopping
Burger King #9139,Coffee & Dining
Water Bill #6007,Bills & Utilities
Zomato #5375,Food Delivery
Hilton #5887,Travel
McDonalds #7058,Coffee & Dining
Amazon Electronics #2794,Electronics
Bolt #9916,Transport
Walmart #7622,Shopping
Aldi #8252,Groceries
Uber Eats #5563,Food Delivery
UNICEF #6796,Donations
Save the Children #3185,Donations
Zee5 #6246,Entertainment
Swiggy #4789,Food Delivery
OnePlus Store #3240,Electronics
Taj Hotels #5787,Travel
Canara Bank ATM #3713,Cash Withdrawal
Medlife #1799,Healthcare
HP Petrol #9742,Fuel
edX #3946,Education
Max Hospital #3015,Healthcare
Medlife #5411,Healthcare
UNICEF #6015,Donations
Byju's #1752,Education
Hulu #4949,Entertainment
Chegg #2014,Education
HelpAge India #5811,Donations
D-Mart Fresh #5950,Groceries
UNICEF #8512,Donations
Target Electronics #2630,Electronics
Save the Children #8725,Donations
Khan Academy #3394,Education
MakeMyTrip #7214,Travel
Quizlet #3712,Education
Udemy #4434,Education
Punjab National Bank ATM #7177,Cash Withdrawal
Walmart Grocery #1746,Groceries
Goibibo #9637,Travel
Electricity Bill #4742,Bills & Utilities
Apple Store #6499,Electronics
D-Mart Fresh #9435,Groceries
Walmart Electronics #6684,Electronics
Netflix #7855,Entertainment
McDonalds #5120,Coffee & Dining
Flipkart Electronics #4893,Electronics
Apple TV+ #5975,Entertainment
Pizza Hut #5737,Coffee & Dining
Medlife #5400,Healthcare
Gulf Petrol #6788,Fuel
Vedantu #1910,Education
Xiaomi Store #2757,Electronics
Costa Coffee #5881,Coffee & Dining
Costa Coffee #1517,Coffee & Dining
Grubhub #4707,Food Delivery
Best Buy #6171,Shopping
Canara Bank ATM #1782,Cash Withdrawal
Best Buy Electronics #2048,Electronics
H&M #8233,Shopping
Gas Bill #5068,Bills & Utilities
Red Cross #4969,Donations
Nike #6897,Shopping
Hotstar #4248,Entertainment
Barista #9644,Coffee & Dining
HDFC ATM #3250,Cash Withdrawal
Vedantu #9910,Education
Samsung Store #7560,Electronics
GiveIndia #2003,Donations
Target Electronics #8321,Electronics
Apple Store #5408,Electronics
UNICEF #7088,Donations
Pizza Hut #4522,Coffee & Dining
Lyft #7986,Transport
Amazon Fresh #2127,Groceries
Aditya Birla Sun Life #3483,Insurance
Gojek #5396,Transport
Flipkart Electronics #1237,Electronics
H&M #6620,Shopping
DoorDash #8905,Food Delivery
Axis ATM #6469,Cash Withdrawal
Barista #9443,Coffee & Dining
Lyft #8353,Transport
Save the Children #9701,Donations
Expedia #5831,Travel
Fortis Hospital #9924,Healthcare
Lyft #3372,Transport
Disney+ #5519,Entertainment
McDonalds #8290,Coffee & Dining
Dominos #3471,Coffee & Dining
Zee5 #5581,Entertainment
Adidas #8734,Shopping
Apple Store #1616,Electronics
Child Rights and You #2693,Donations
HDFC Insurance #5312,Insurance
Amazon #7533,Shopping
AIIMS #2091,Healthcare
Bank of Baroda ATM #3713,Cash Withdrawal
ICICI ATM #5397,Cash Withdrawal
YouTube Premium #6397,Entertainment
Ola #3100,Transport
Flipkart #4295,Shopping
Marriott #1804,Travel
KFC #5715,Coffee & Dining
Landline Bill #1467,Bills & Utilities
Aldi #3388,Groceries
Hyatt #3467,Travel
Total Petrol #1370,Fuel
ExxonMobil #5548,Fuel
Just Eat #9664,Food Delivery
Ola #8575,Transport
Save the Children #7337,Donations
Spotify #4630,Entertainment
Save the Children #1447,Donations
Best Buy Electronics #6581,Electronics
Kotak ATM #7945,Cash Withdrawal
Airbnb #1877,Travel
Axis ATM #8088,Cash Withdrawal
Costa Coffee #9851,Coffee & Dining
SBI ATM #9793,Cash Withdrawal
Walmart #4651,Shopping
Pizza Hut #3141,Coffee & Dining
Amazon Prime #5705,Entertainment
Xiaomi Store #1573,Electronics
ICICI Prudential #7603,Insurance
Target Electronics #5153,Electronics
Kotak ATM #2058,Cash Withdrawal
Khan Academy #8336,Education
HDFC Insurance #3176,Insurance
OnePlus Store #1695,Electronics
Taxi #3404,Transport
Unacademy #8992,Education
Pharmeasy #5772,Healthcare
DoorDash #8416,Food Delivery
Water Bill #1273,Bills & Utilities
Best Buy Electronics #2829,Electronics
Khan Academy #5784,Education
Total Petrol #2577,Fuel
Netflix #1322,Entertainment
Medlife #6531,Healthcare
Airbnb #3943,Travel
Goibibo #2039,Travel
Cable TV Bill #1565,Bills & Utilities
OnePlus Store #9865,Electronics
Landline Bill #9650,Bills & Utilities
KFC #8660,Coffee & Dining
DoorDash #2762,Food Delivery
Rapido #7995,Transport
Netmeds #9417,Healthcare
Flipkart #1421,Shopping
Grofers #8632,Groceries
Reliance Fresh #3867,Groceries
Walmart Electronics #4491,Electronics
Walmart Electronics #3930,Electronics
Deliveroo #6311,Food Delivery
Dunzo #9630,Food Delivery
Pharmeasy #7874,Healthcare
Child Rights and You #1673,Donations
Grofers #3482,Groceries
Kotak ATM #6842,Cash Withdrawal
Grubhub #4737,Food Delivery
Medlife #2049,Healthcare
Lidl #9340,Groceries
Save the Children #2733,Donations
Just Eat #6197,Food Delivery
BookMyShow #5670,Entertainment
Axis ATM #3277,Cash Withdrawal
Chevron #4177,Fuel
Taj Hotels #9649,Travel
Samsung Store #5514,Electronics
Zomato #4414,Food Delivery
ICICI Prudential #1996,Insurance
Postmates #3244,Food Delivery
Best Buy Electronics #9744,Electronics
Rapido #8421,Transport
Flipkart Electronics #2649,Electronics
Byju's #7930,Education
Pizza Hut #4893,Coffee & Dining
Walmart Grocery #7289,Groceries
Goibibo #2041,Travel
Reliance Trends #5108,Shopping
Airbnb #2497,Travel
Uber Eats #6462,Food Delivery
Samsung Store #9217,Electronics
GiveIndia #3790,Donations
Save the Children #2056,Donations
McDonalds #6548,Coffee & Dining
Best Buy Electronics #9738,Electronics
Walmart #2541,Shopping
Nike #5738,Shopping
LIC #1427,Insurance
Tata AIA #4204,Insurance
SonyLIV #5676,Entertainment
Dominos #1384,Coffee & Dining
Burger King #4816,Coffee & Dining
Bajaj Allianz #9802,Insurance
Aldi #7028,Groceries
Hotstar #7908,Entertainment
Dunzo #9536,Food Delivery
BookMyShow #4899,Entertainment
Marriott #5606,Travel
Akshaya Patra #1976,Donations
Max Life #7588,Insurance
HDFC ATM #9788,Cash Withdrawal
Electricity Bill #2641,Bills & Utilities
Airbnb #7512,Travel
SBI Life #2448,Insurance
Dunzo #6023,Food Delivery
UNICEF #5866,Donations
Booking.com #3782,Travel
Chegg #5283,Education
Target Electronics #2526,Electronics
Airbnb #5797,Travel
Foodpanda #9751,Food Delivery
Rapido #7141,Transport
Tata AIA #2788,Insurance
Reliance Trends #1666,Shopping
Expedia #5315,Travel
Khan Academy #9416,Education
Water Bill #7600,Bills & Utilities
Lidl #8100,Groceries
Fortis Hospital #2743,Healthcare
Lyft #5398,Transport
Quizlet #6221,Education
Auto Rickshaw #1714,Transport
Netflix #7312,Entertainment
Burger King #5842,Coffee & Dining
OnePlus Store #2326,Electronics
BP #9135,Fuel
Swiggy #7426,Food Delivery
Bolt #7899,Transport
Best Buy #1098,Shopping
OYO #1430,Travel
Grofers #6779,Groceries
Burger King #8353,Coffee & Dining
Ola #6180,Transport
Bajaj Allianz #2381,Insurance
Bank of Baroda ATM #5760,Cash Withdrawal
Netflix #7297,Entertainment
Disney+ #5312,Entertainment
HelpAge India #3042,Donations
Gas Bill #1311,Bills & Utilities
Shell Petrol #1625,Fuel
Expedia #2260,Travel
Disney+ #1766,Entertainment
ICICI ATM #9448,Cash Withdrawal
Xiaomi Store #3959,Electronics
Lyft #6507,Transport
Water Bill #8432,Bills & Utilities
Starbucks #3947,Coffee & Dining
Shell Petrol #3660,Fuel
Chevron #9994,Fuel
OYO #1817,Travel
Kotak ATM #5337,Cash Withdrawal
Uber Eats #6564,Food Delivery
Grofers #1164,Groceries
Walmart Electronics #3549,Electronics
Tata AIA #6223,Insurance
Lidl #3059,Groceries
Auto Rickshaw #4557,Transport
Toppr #2213,Education
Taj Hotels #1854,Travel
Swiggy #4904,Food Delivery
SonyLIV #4188,Entertainment
Unacademy #2898,Education
Reliance Trends #9106,Shopping
Rapido #9893,Transport
Tesco #7491,Groceries
Hulu #9584,Entertainment
Starbucks #8106,Coffee & Dining
Gojek #2475,Transport
Cable TV Bill #7934,Bills & Utilities
Dunzo #5464,Food Delivery
HDFC ATM #5110,Cash Withdrawal
Uber #8014,Transport
Punjab National Bank ATM #4864,Cash Withdrawal
Target #5418,Shopping
Water Bill #5979,Bills & Utilities
Just Eat #6699,Food Delivery
Myntra #2665,Shopping
Myntra #3719,Shopping
Adidas #7517,Shopping
SBI ATM #5706,Cash Withdrawal
OnePlus Store #6502,Electronics
Hotstar #4068,Entertainment
Unacademy #4656,Education
HDFC Insurance #5342,Insurance
Deliveroo #9490,Food Delivery
Costa Coffee #8415,Coffee & Dining
Starbucks #4141,Coffee & Dining
McDonalds #5456,Coffee & Dining
Byju's #3698,Education
Reliance Fresh #4834,Groceries
ICICI Prudential #4852,Insurance
MakeMyTrip #8774,Travel
AIIMS #2933,Healthcare
Kotak ATM #3325,Cash Withdrawal
McDonalds #5104,Coffee & Dining
Nike #1827,Shopping
Red Cross #4524,Donations
Indian Oil #9461,Fuel
Chevron #9873,Fuel
Gas Bill #8541,Bills & Utilities
Indian Oil #7133,Fuel
Barista #1592,Coffee & Dining
Narayana Health #5015,Healthcare
Aditya Birla Sun Life #3703,Insurance
Khan Academy #2098,Education
Grubhub #9721,Food Delivery
Lyft #8784,Transport
Lyft #1475,Transport
GiveIndia #9453,Donations
Shell Petrol #1414,Fuel
Chevron #9520,Fuel
BookMyShow #7695,Entertainment
Target Electronics #5164,Electronics
Airbnb #1225,Travel
MakeMyTrip #1275,Travel
Axis ATM #3915,Cash Withdrawal
Lidl #7912,Groceries
Byju's #8282,Education
Expedia #8950,Travel
Amazon Electronics #3395,Electronics
Goibibo #5378,Travel
Zee5 #3125,Entertainment
Save the Children #3272,Donations
ExxonMobil #1082,Fuel
Red Cross #7530,Donations
HelpAge India #3761,Donations
HDFC ATM #2664,Cash Withdrawal
Amazon Fresh #8072,Groceries
Foodpanda #1648,Food Delivery
Foodpanda #5796,Food Delivery
UNICEF #5167,Donations
Gojek #3539,Transport
Apollo Pharmacy #7226,Healthcare
IKEA #2993,Shopping
Kotak ATM #8379,Cash Withdrawal
SBI ATM #7840,Cash Withdrawal
Manipal Hospital #1640,Healthcare
Deliveroo #6254,Food Delivery
Just Eat #7516,Food Delivery
Gas Bill #2749,Bills & Utilities
ICICI ATM #3774,Cash Withdrawal
Flipkart Electronics #3228,Electronics
SBI ATM #4313,Cash Withdrawal
Uber #2191,Transport
Lyft #5157,Transport
GiveIndia #5492,Donations
Caltex #4327,Fuel
Foodpanda #1345,Food Delivery
Pharmeasy #8739,Healthcare
Max Hospital #3081,Healthcare
YouTube Premium #7339,Entertainment
ICICI Prudential #3768,Insurance
Medlife #8396,Healthcare
Airbnb #2177,Travel
Zomato #8126,Food Delivery
Xiaomi Store #9918,Electronics
Coursera #8819,Education
Water Bill #4318,Bills & Utilities
Total Petrol #7161,Fuel
BookMyShow #9545,Entertainment
Pizza Hut #8541,Coffee & Dining
Uber Eats #6868,Food Delivery
Shell Petrol #3527,Fuel
ICICI ATM #4277,Cash Withdrawal
Grofers #1689,Groceries
Lidl #5404,Groceries
Burger King #8221,Coffee & Dining
Marriott #5219,Travel
Mobile Recharge #7851,Bills & Utilities
Amazon Prime #9843,Entertainment
Auto Rickshaw #1459,Transport
Coursera #9512,Education
Bank of Baroda ATM #4639,Cash Withdrawal
Auto Rickshaw #3261,Transport
Toppr #4411,Education
Internet Bill #9332,Bills & Utilities
Bolt #7063,Transport
Kotak ATM #8304,Cash Withdrawal
Marriott #3131,Travel
Max Hospital #7634,Healthcare
Airbnb #3570,Travel
Bank of Baroda ATM #8602,Cash Withdrawal
Apple Store #1264,Electronics
Xiaomi Store #4396,Electronics
Chevron #1196,Fuel
ICICI Prudential #8676,Insurance
Unacademy #2737,Education
Dominos #3512,Coffee & Dining
Gas Bill #5385,Bills & Utilities
Hulu #5540,Entertainment
Zee5 #1024,Entertainment
Gojek #2434,Transport
Amazon Fresh #5841,Groceries
Deliveroo #2483,Food Delivery
Foodpanda #1669,Food Delivery
Tata AIA #7735,Insurance
Tesco #1316,Groceries
Internet Bill #5361,Bills & Utilities
Child Rights and You #7476,Donations
Coursera #6475,Education
ICICI ATM #6963,Cash Withdrawal
Auto Rickshaw #3893,Transport
OYO #1136,Travel
Toppr #7157,Education
Internet Bill #5234,Bills & Utilities
edX #8349,Education
Burger King #6800,Coffee & Dining
MakeMyTrip #4645,Travel
IKEA #6401,Shopping
Netflix #3386,Entertainment
Chevron #2530,Fuel
Bolt #1946,Transport
Amazon Prime #1335,Entertainment
Canara Bank ATM #9078,Cash Withdrawal
Walmart #2916,Shopping
Bolt #7339,Transport
Aditya Birla Sun Life #5107,Insurance
Taj Hotels #5477,Travel
Rapido #2062,Transport
Spotify #8407,Entertainment
Khan Academy #6260,Education
Broadband Bill #1649,Bills & Utilities
Canara Bank ATM #8436,Cash Withdrawal
Netmeds #2295,Healthcare
Fortis Hospital #3538,Healthcare
Costa Coffee #4055,Coffee & Dining
Netmeds #5709,Healthcare
Best Buy Electronics #6848,Electronics
Myntra #3047,Shopping
Swiggy #2700,Food Delivery
H&M #3006,Shopping
Tata AIA #9257,Insurance
Save the Children #9203,Donations
Apple Store #2693,Electronics
Quizlet #9929,Education
Adidas #2129,Shopping
BookMyShow #9241,Entertainment
Unacademy #9194,Education
Mobile Recharge #9198,Bills & Utilities
HP Petrol #4732,Fuel
Apollo Pharmacy #7065,Healthcare
edX #2759,Education
HP Petrol #1740,Fuel
ICICI ATM #4757,Cash Withdrawal
Gas Bill #5158,Bills & Utilities
BigBasket #2889,Groceries
Barista #6107,Coffee & Dining
HP Petrol #2811,Fuel
HDFC ATM #4135,Cash Withdrawal
Grubhub #5126,Food Delivery
Best Buy Electronics #4127,Electronics
Gas Bill #2012,Bills & Utilities
Hyatt #1321,Travel
Goibibo #1156,Travel
Medlife #3059,Healthcare
Apple Store #1394,Electronics
Best Buy Electronics #6209,Electronics
Best Buy #1225,Shopping
Taj Hotels #7887,Travel
Cable TV Bill #2988,Bills & Utilities
Broadband Bill #4829,Bills & Utilities
Grofers #8262,Groceries
Hotstar #9343,Entertainment
Cable TV Bill #1766,Bills & Utilities
HDFC Insurance #3766,Insurance
Swiggy #2577,Food Delivery
BPCL #6829,Fuel
Byju's #9650,Education
Canara Bank ATM #4976,Cash Withdrawal
McDonalds #2746,Coffee & Dining
Subway #8468,Coffee & Dining
Subway #9786,Coffee & Dining
Costa Coffee #4700,Coffee & Dining
HDFC Insurance #6497,Insurance
Uber #3806,Transport
Broadband Bill #1071,Bills & Utilities
Manipal Hospital #3361,Healthcare
Uber Eats #8296,Food Delivery
Total Petrol #9085,Fuel
Save the Children #5229,Donations
Axis ATM #9238,Cash Withdrawal
edX #4960,Education
Barista #6140,Coffee & Dining
Save the Children #1891,Donations
SonyLIV #4060,Entertainment
Internet Bill #8268,Bills & Utilities
Water Bill #6073,Bills & Utilities
Total Petrol #6725,Fuel
Gojek #1991,Transport
Quizlet #6005,Education
HDFC ATM #3440,Cash Withdrawal
Rapido #9723,Transport
Grofers #7443,Groceries
Grubhub #2157,Food Delivery
ICICI Prudential #9329,Insurance
Taj Hotels #8123,Travel
Pharmeasy #2661,Healthcare
Spotify #1807,Entertainment
Chevron #1537,Fuel
Uber #7075,Transport
BPCL #2712,Fuel
Just Eat #8778,Food Delivery
AIIMS #3018,Healthcare
Barista #1509,Coffee & Dining
Dunzo #5493,Food Delivery
Canara Bank ATM #3568,Cash Withdrawal
Coursera #9249,Education
Gojek #5433,Transport
Auto Rickshaw #7520,Transport
IKEA #5776,Shopping
Kotak ATM #2698,Cash Withdrawal
Bolt #2311,Transport
HDFC ATM #2471,Cash Withdrawal
Samsung Store #4725,Electronics
SonyLIV #8654,Entertainment
Gojek #6109,Transport
Booking.com #2477,Travel
Barista #1159,Coffee & Dining
Best Buy Electronics #5699,Electronics
Broadband Bill #5227,Bills & Utilities
Just Eat #2573,Food Delivery
Taxi #9154,Transport
BigBasket #1902,Groceries
AIIMS #1294,Healthcare
Zomato #7409,Food Delivery
Gas Bill #5657,Bills & Utilities
Byju's #8499,Education
AIIMS #2140,Healthcare
Just Eat #4661,Food Delivery
ExxonMobil #1620,Fuel
HDFC ATM #6263,Cash Withdrawal
Amazon Prime #3400,Entertainment
HelpAge India #1417,Donations
AIIMS #5117,Healthcare
Indian Oil #6612,Fuel
Nike #3508,Shopping
Airbnb #3230,Travel
Barista #3667,Coffee & Dining
AIIMS #1590,Healthcare
Grofers #5726,Groceries
OnePlus Store #6890,Electronics
D-Mart #5428,Shopping
Goibibo #1176,Travel
Save the Children #8969,Donations
Postmates #1359,Food Delivery
D-Mart #1277,Shopping
Max Life #8794,Insurance
Netflix #8704,Entertainment
Hilton #4699,Travel
Byju's #3686,Education
Toppr #8826,Education
Flipkart Electronics #3935,Electronics
BigBasket #9150,Groceries
Best Buy #2456,Shopping
Subway #3529,Coffee & Dining
Disney+ #8066,Entertainment
Khan Academy #5583,Education
Airbnb #9910,Travel
Hyatt #2092,Travel
LIC #3132,Insurance
AIIMS #8748,Healthcare
Postmates #7772,Food Delivery
Landline Bill #8051,Bills & Utilities
ExxonMobil #5601,Fuel
Foodpanda #2459,Food Delivery
Axis ATM #2945,Cash Withdrawal
Hulu #3880,Entertainment
Apple Store #8302,Electronics
SBI ATM #6142,Cash Withdrawal
Auto Rickshaw #2448,Transport
HelpAge India #3785,Donations
Pharmeasy #9345,Healthcare
Deliveroo #9763,Food Delivery
McDonalds #9538,Coffee & Dining
OYO #2108,Travel
Best Buy #3329,Shopping
GiveIndia #4990,Donations
Airbnb #8326,Travel
Gojek #3944,Transport
Pizza Hut #3761,Coffee & Dining
Axis ATM #8977,Cash Withdrawal
Just Eat #6919,Food Delivery
Max Hospital #5690,Healthcare
SonyLIV #6573,Entertainment
Grofers #6584,Groceries
Hulu #2209,Entertainment
Save the Children #2215,Donations
BigBasket #4495,Groceries
Deliveroo #8288,Food Delivery
Child Rights and You #2985,Donations
Starbucks #3447,Coffee & Dining
Gas Bill #4619,Bills & Utilities
Subway #3448,Coffee & Dining
KFC #3657,Coffee & Dining
Reliance Fresh #2700,Groceries
Amazon Electronics #1459,Electronics
SBI Life #8453,Insurance
Target Electronics #6897,Electronics
DoorDash #2746,Food Delivery
Subway #3072,Coffee & Dining
Red Cross #5192,Donations
Grab #6457,Transport
Cable TV Bill #5277,Bills & Utilities
HDFC ATM #5817,Cash Withdrawal
HelpAge India #9513,Donations
UNICEF #5964,Donations
edX #6310,Education
Target Electronics #4518,Electronics
YouTube Premium #8746,Entertainment
Manipal Hospital #8276,Healthcare
Canara Bank ATM #5547,Cash Withdrawal
Netflix #2675,Entertainment
ExxonMobil #7213,Fuel
Tata AIA #5348,Insurance
Electricity Bill #3214,Bills & Utilities
Max Life #2524,Insurance
Taxi #9309,Transport
BigBasket #7573,Groceries
Spotify #6087,Entertainment
Costa Coffee #8259,Coffee & Dining
Save the Children #7480,Donations
D-Mart Fresh #5787,Groceries
Booking.com #6032,Travel
Amazon #1549,Shopping
DoorDash #2810,Food Delivery
Burger King #6862,Coffee & Dining
Lidl #8581,Groceries
Walmart #2335,Shopping
Rapido #9520,Transport
SonyLIV #1209,Entertainment
Hyatt #3359,Travel
Best Buy Electronics #4549,Electronics
MakeMyTrip #3428,Travel
Bajaj Allianz #2305,Insurance
Uber Eats #7363,Food Delivery
Max Hospital #4612,Healthcare
Aldi #3617,Groceries
edX #1640,Education
Max Hospital #8549,Healthcare
Total Petrol #5658,Fuel
Akshaya Patra #7488,Donations
Tesco #8890,Groceries
Canara Bank ATM #9482,Cash Withdrawal
Cable TV Bill #7172,Bills & Utilities
Marriott #1521,Travel
Mobile Recharge #4593,Bills & Utilities
Red Cross #5194,Donations
Cafe Coffee Day #8259,Coffee & Dining
Udemy #5872,Education
Amazon #9805,Shopping
Airbnb #8114,Travel
Electricity Bill #5411,Bills & Utilities
AIIMS #3540,Healthcare
Zara #9168,Shopping
Byju's #2164,Education
Apple TV+ #8457,Entertainment
Khan Academy #2406,Education
Electricity Bill #8921,Bills & Utilities
Amazon Prime #2496,Entertainment
Adidas #5295,Shopping
LIC #2085,Insurance
Zee5 #4372,Entertainment
OYO #7956,Travel
ICICI ATM #1313,Cash Withdrawal
Amazon Fresh #7205,Groceries
Zee5 #9051,Entertainment
Samsung Store #1792,Electronics
DoorDash #5203,Food Delivery
OYO #4269,Travel
Best Buy Electronics #5479,Electronics
UNICEF #1811,Donations
ICICI Prudential #4137,Insurance
GiveIndia #4781,Donations
Total Petrol #9661,Fuel
SonyLIV #5745,Entertainment
Amazon Fresh #6364,Groceries
ICICI ATM #6488,Cash Withdrawal
Grab #4241,Transport
Udemy #5032,Education
Barista #3041,Coffee & Dining
UNICEF #4643,Donations
Bank of Baroda ATM #4039,Cash Withdrawal
Barista #2773,Coffee & Dining
GiveIndia #6416,Donations
Cafe Coffee Day #3277,Coffee & Dining
Grubhub #4262,Food Delivery
Amazon Electronics #5671,Electronics
Walmart Electronics #6426,Electronics
Zomato #3021,Food Delivery
Byju's #3725,Education
Vedantu #8059,Education
edX #2150,Education
Max Life #7290,Insurance
Caltex #7399,Fuel
Electricity Bill #1969,Bills & Utilities
ExxonMobil #1954,Fuel
Byju's #6650,Education
Water Bill #5597,Bills & Utilities
Amazon Fresh #8393,Groceries
Walmart Grocery #5779,Groceries
Apple TV+ #7021,Entertainment
HDFC Insurance #9228,Insurance
Starbucks #8646,Coffee & Dining
Vedantu #7688,Education
Hilton #8648,Travel
Uber #8881,Transport
Zara #7148,Shopping
Hilton #7020,Travel
Electricity Bill #3776,Bills & Utilities
Reliance Fresh #4209,Groceries
Best Buy #5299,Shopping
Deliveroo #4970,Food Delivery
Starbucks #6355,Coffee & Dining
Kotak ATM #7467,Cash Withdrawal
Cable TV Bill #8887,Bills & Utilities
Costa Coffee #6900,Coffee & Dining
Carrefour #8181,Groceries
Mobile Recharge #5040,Bills & Utilities
Bolt #8964,Transport
Myntra #4487,Shopping
SBI ATM #5363,Cash Withdrawal
SBI ATM #2304,Cash Withdrawal
Internet Bill #3349,Bills & Utilities
Gas Bill #7516,Bills & Utilities
Electricity Bill #8835,Bills & Utilities
BPCL #2395,Fuel
Max Hospital #3831,Healthcare
Walmart Electronics #5590,Electronics
Cafe Coffee Day #2529,Coffee & Dining
ICICI Prudential #5405,Insurance
Walmart #4896,Shopping
Best Buy Electronics #5184,Electronics
Flipkart #6156,Shopping
Flipkart Electronics #2327,Electronics
Medlife #4566,Healthcare
Reliance Fresh #4202,Groceries
Broadband Bill #6350,Bills & Utilities
Udemy #7890,Education
Bank of Baroda ATM #2999,Cash Withdrawal
Ola #7317,Transport
UNICEF #3041,Donations
OnePlus Store #9720,Electronics
Byju's #7621,Education
Myntra #8326,Shopping
Best Buy Electronics #2418,Electronics
Kotak ATM #9781,Cash Withdrawal
Walmart Electronics #2528,Electronics
D-Mart #3322,Shopping
Flipkart Electronics #8278,Electronics
Foodpanda #1222,Food Delivery
Udemy #4363,Education
Broadband Bill #5716,Bills & Utilities
Electricity Bill #2041,Bills & Utilities
Shell Petrol #1567,Fuel
Dunzo #3023,Food Delivery
Carrefour #1670,Groceries
Big Bazaar #8610,Shopping
OnePlus Store #2251,Electronics
Subway #1037,Coffee & Dining
Toppr #8500,Education
edX #5787,Education
Apollo Pharmacy #3851,Healthcare
DoorDash #4858,Food Delivery
Postmates #1379,Food Delivery
LIC #3187,Insurance
Booking.com #3445,Travel
H&M #2869,Shopping
ICICI ATM #1620,Cash Withdrawal
Vedantu #8481,Education
D-Mart Fresh #6638,Groceries
Airbnb #1648,Travel
edX #7334,Education
Ola #3872,Transport
Mobile Recharge #8742,Bills & Utilities
UNICEF #9725,Donations
BP #6624,Fuel
SBI Life #2394,Insurance
Burger King #1382,Coffee & Dining
SBI ATM #6387,Cash Withdrawal
Axis ATM #2379,Cash Withdrawal
BP #2623,Fuel
Broadband Bill #7152,Bills & Utilities
Landline Bill #7813,Bills & Utilities
Cable TV Bill #5179,Bills & Utilities
HDFC Insurance #4237,Insurance
H&M #8945,Shopping
Reliance Fresh #1413,Groceries
Indian Oil #4083,Fuel
Tesco #8099,Groceries
Electricity Bill #6504,Bills & Utilities
ICICI ATM #3954,Cash Withdrawal
Vedantu #2204,Education
Burger King #9750,Coffee & Dining
Caltex #6644,Fuel
Foodpanda #5060,Food Delivery
Samsung Store #9534,Electronics
Hilton #5813,Travel
Chevron #1399,Fuel
H&M #9986,Shopping
Axis ATM #8900,Cash Withdrawal
Aditya Birla Sun Life #2109,Insurance
Unacademy #8645,Education
Walmart Electronics #7336,Electronics
Netmeds #5567,Healthcare
Zara #6245,Shopping
Amazon Electronics #4066,Electronics
Subway #1183,Coffee & Dining
Hyatt #9656,Travel
Burger King #8496,Coffee & Dining
Flipkart Electronics #5167,Electronics
Medlife #8378,Healthcare
SonyLIV #8330,Entertainment
SBI Life #9266,Insurance
Electricity Bill #7025,Bills & Utilities
YouTube Premium #1183,Entertainment
Samsung Store #5547,Electronics
Tesco #8110,Groceries
Swiggy #5100,Food Delivery
Zomato #7341,Food Delivery
Apollo Pharmacy #3480,Healthcare
GiveIndia #4671,Donations
Carrefour #3270,Groceries
IKEA #6748,Shopping
Grubhub #8960,Food Delivery
Unacademy #1940,Education
Target Electronics #2255,Electronics
OnePlus Store #2179,Electronics
Pizza Hut #4538,Coffee & Dining
OnePlus Store #7060,Electronics
H&M #1714,Shopping
Deliveroo #6227,Food Delivery
Myntra #5143,Shopping
Taj Hotels #4852,Travel
Internet Bill #2593,Bills & Utilities
AIIMS #8085,Healthcare
Bajaj Allianz #6520,Insurance
Myntra #9701,Shopping
Zomato #7086,Food Delivery
Canara Bank ATM #4721,Cash Withdrawal
BPCL #7359,Fuel
HelpAge India #7193,Donations
Taj Hotels #9150,Travel
Starbucks #8186,Coffee & Dining
